[2025-12-19 17:57:07.855336] Comen ant entrenament de la xarxa.
Neurones d'entrada: 2
Neurones de capes ocultes: 16
Capes ocultes: 2
Neurones de sortida: 1
Taxa d'aprenentatge: 0.001
Deca ment de pesos: 0.0001
Funci  de p rdua: Binary Cross Entropy Loss
Optimitzador: Adam
 poques: 200
[2025-12-19 17:57:08.142993]  poca 01   train loss: 0.4540   val loss: 0.4140
 poca 125   train loss: 0.2145   val loss: 0.2517
 poca 126   train loss: 0.3375   val loss: 0.2523
 poca 127   train loss: 0.2015   val loss: 0.2536
 poca 128   train loss: 0.1750   val loss: 0.2555
 poca 129   train loss: 0.5506   val loss: 0.2525
 poca 130   train loss: 0.4550   val loss: 0.2533
 poca 131   train loss: 0.2314   val loss: 0.2509
 poca 132   train loss: 0.3493   val loss: 0.2502
 poca 133   train loss: 0.3291   val loss: 0.2546
 poca 134   train loss: 0.0775   val loss: 0.2529
 poca 135   train loss: 0.2709   val loss: 0.2555
 poca 136   train loss: 0.1107   val loss: 0.2510
 poca 137   train loss: 0.3741   val loss: 0.2514
 poca 138   train loss: 0.1187   val loss: 0.2529
 poca 139   train loss: 0.2966   val loss: 0.2502
 poca 140   train loss: 0.3323   val loss: 0.2564
 poca 141   train loss: 0.3846   val loss: 0.2556
 poca 142   train loss: 0.1752   val loss: 0.2537
 poca 143   train loss: 0.3412   val loss: 0.2503
 poca 144   train loss: 0.1323   val loss: 0.2507
 poca 145   train loss: 0.3449   val loss: 0.2548
 poca 146   train loss: 0.4421   val loss: 0.2530
 poca 147   train loss: 0.2676   val loss: 0.2554
 poca 148   train loss: 0.2866   val loss: 0.2532
 poca 149   train loss: 0.1740   val loss: 0.2513
 poca 150   train loss: 0.1056   val loss: 0.2561
 poca 151   train loss: 0.1295   val loss: 0.2514
 poca 152   train loss: 0.1808   val loss: 0.2556
Early stopping activat.
Test Loss: 0.2276, Percentatje d'encert: 90.6000%
Resumint l'entrenament des de l' poca 153
Taxa d'aprenentatge: 0.001
Deca ment de pesos: 0.0001
 poca 153   train loss: 0.1957   val loss: 0.1968
 poca 154   train loss: 0.2469   val loss: 0.1924
 poca 155   train loss: 0.2273   val loss: 0.1926
 poca 156   train loss: 0.2024   val loss: 0.1934
 poca 157   train loss: 0.2513   val loss: 0.1933
 poca 158   train loss: 0.1382   val loss: 0.1922
 poca 159   train loss: 0.4288   val loss: 0.1928
 poca 160   train loss: 0.2043   val loss: 0.1935
 poca 161   train loss: 0.4208   val loss: 0.1966
 poca 162   train loss: 0.3810   val loss: 0.1908
 poca 163   train loss: 0.1142   val loss: 0.1946
 poca 164   train loss: 0.2097   val loss: 0.1940
 poca 165   train loss: 0.1883   val loss: 0.1923
 poca 166   train loss: 0.0798   val loss: 0.1970
 poca 167   train loss: 0.3077   val loss: 0.1997
 poca 168   train loss: 0.3796   val loss: 0.1950
 poca 169   train loss: 0.1813   val loss: 0.1939
 poca 170   train loss: 0.1686   val loss: 0.1959
 poca 171   train loss: 0.1634   val loss: 0.1951
 poca 172   train loss: 0.2573   val loss: 0.1951
 poca 173   train loss: 0.1788   val loss: 0.1934
 poca 174   train loss: 0.1864   val loss: 0.1945
 poca 175   train loss: 0.3834   val loss: 0.1951
 poca 176   train loss: 0.3316   val loss: 0.1981
 poca 177   train loss: 0.2096   val loss: 0.1943
 poca 178   train loss: 0.3259   val loss: 0.1922
 poca 179   train loss: 0.2222   val loss: 0.1954
 poca 180   train loss: 0.1573   val loss: 0.1922
 poca 181   train loss: 0.1555   val loss: 0.2014
 poca 182   train loss: 0.1083   val loss: 0.1927
Early stopping activat.
Test Loss: 0.1960, Percentatje d'encert: 93.0000%
Resumint l'entrenament des de l' poca 183
Taxa d'aprenentatge: 0.0005
Deca ment de pesos: 0.0001
 poca 183   train loss: 0.1507   val loss: 0.2028
 poca 184   train loss: 0.2459   val loss: 0.2008
 poca 185   train loss: 0.1278   val loss: 0.2035
 poca 186   train loss: 0.2106   val loss: 0.2023
 poca 187   train loss: 0.2224   val loss: 0.2036
 poca 188   train loss: 0.2499   val loss: 0.2039
 poca 189   train loss: 0.2281   val loss: 0.2018
 poca 190   train loss: 0.1588   val loss: 0.2036
 poca 191   train loss: 0.1533   val loss: 0.1998
 poca 192   train loss: 0.2102   val loss: 0.2018
 poca 193   train loss: 0.2731   val loss: 0.1982
 poca 194   train loss: 0.1430   val loss: 0.1994
 poca 195   train loss: 0.1703   val loss: 0.1975
 poca 196   train loss: 0.1434   val loss: 0.2018
 poca 197   train loss: 0.6749   val loss: 0.2013
 poca 198   train loss: 0.3035   val loss: 0.2024
 poca 199   train loss: 0.4353   val loss: 0.1986
 poca 200   train loss: 0.0834   val loss: 0.2026
 poca 201   train loss: 0.3654   val loss: 0.1996
 poca 202   train loss: 0.2722   val loss: 0.1976
 poca 203   train loss: 0.1658   val loss: 0.1991
 poca 204   train loss: 0.2585   val loss: 0.1993
 poca 205   train loss: 0.1407   val loss: 0.1969
 poca 206   train loss: 0.1850   val loss: 0.1985
 poca 207   train loss: 0.2357   val loss: 0.1977
 poca 208   train loss: 0.0961   val loss: 0.1973
 poca 209   train loss: 0.2655   val loss: 0.2000
 poca 210   train loss: 0.2682   val loss: 0.1979
 poca 211   train loss: 0.2696   val loss: 0.1964
 poca 212   train loss: 0.1475   val loss: 0.1956
 poca 213   train loss: 0.1054   val loss: 0.1965
 poca 214   train loss: 0.1133   val loss: 0.1962
 poca 215   train loss: 0.2823   val loss: 0.1980
 poca 216   train loss: 0.3495   val loss: 0.1963
 poca 217   train loss: 0.2484   val loss: 0.1975
 poca 218   train loss: 0.1109   val loss: 0.1981
 poca 219   train loss: 0.2538   val loss: 0.1979
 poca 220   train loss: 0.4760   val loss: 0.1983
 poca 221   train loss: 0.1577   val loss: 0.1965
 poca 222   train loss: 0.1358   val loss: 0.1982
 poca 223   train loss: 0.2666   val loss: 0.1971
 poca 224   train loss: 0.1393   val loss: 0.1937
 poca 225   train loss: 0.1334   val loss: 0.1949
 poca 226   train loss: 0.1651   val loss: 0.1950
 poca 227   train loss: 0.2709   val loss: 0.1974
 poca 228   train loss: 0.2996   val loss: 0.1957
 poca 229   train loss: 0.1929   val loss: 0.1945
 poca 230   train loss: 0.3465   val loss: 0.1960
 poca 231   train loss: 0.4546   val loss: 0.1954
 poca 232   train loss: 0.1404   val loss: 0.1960
 poca 233   train loss: 0.1465   val loss: 0.1947
 poca 234   train loss: 0.2871   val loss: 0.1952
 poca 235   train loss: 0.2610   val loss: 0.1958
 poca 236   train loss: 0.3064   val loss: 0.1957
 poca 237   train loss: 0.3571   val loss: 0.2001
 poca 238   train loss: 0.4232   val loss: 0.2000
 poca 239   train loss: 0.2628   val loss: 0.1998
 poca 240   train loss: 0.2434   val loss: 0.1963
 poca 241   train loss: 0.2815   val loss: 0.1947
 poca 242   train loss: 0.1558   val loss: 0.1958
 poca 243   train loss: 0.1902   val loss: 0.1942
 poca 244   train loss: 0.2661   val loss: 0.1948
 poca 245   train loss: 0.0933   val loss: 0.1946
 poca 246   train loss: 0.2417   val loss: 0.1955
 poca 247   train loss: 0.2370   val loss: 0.1957
 poca 248   train loss: 0.2245   val loss: 0.1984
 poca 249   train loss: 0.3341   val loss: 0.1947
 poca 250   train loss: 0.2540   val loss: 0.1954
 poca 251   train loss: 0.3075   val loss: 0.1980
 poca 252   train loss: 0.1657   val loss: 0.1949
 poca 253   train loss: 0.1491   val loss: 0.1987
 poca 254   train loss: 0.3117   val loss: 0.1942
Early stopping activat.
Test Loss: 0.1831, Percentatje d'encert: 92.4000%
Resumint l'entrenament des de l' poca 255
Taxa d'aprenentatge: 0.0001
Deca ment de pesos: 0.0001
 poca 255   train loss: 0.2730   val loss: 0.2331
 poca 256   train loss: 0.1957   val loss: 0.2337
 poca 257   train loss: 0.2094   val loss: 0.2328
 poca 258   train loss: 0.2437   val loss: 0.2310
 poca 259   train loss: 0.3354   val loss: 0.2317
 poca 260   train loss: 0.1349   val loss: 0.2337
 poca 261   train loss: 0.2582   val loss: 0.2365
 poca 262   train loss: 0.1845   val loss: 0.2333
 poca 263   train loss: 0.3302   val loss: 0.2335
 poca 264   train loss: 0.2085   val loss: 0.2365
 poca 265   train loss: 0.1855   val loss: 0.2343
 poca 266   train loss: 0.3118   val loss: 0.2358
 poca 267   train loss: 0.1915   val loss: 0.2329
 poca 268   train loss: 0.2054   val loss: 0.2367
 poca 269   train loss: 0.1661   val loss: 0.2370
 poca 270   train loss: 0.1944   val loss: 0.2348
 poca 271   train loss: 0.1635   val loss: 0.2342
 poca 272   train loss: 0.0948   val loss: 0.2323
 poca 273   train loss: 0.1808   val loss: 0.2354
 poca 274   train loss: 0.1920   val loss: 0.2325
 poca 275   train loss: 0.2408   val loss: 0.2342
 poca 276   train loss: 0.1830   val loss: 0.2317
 poca 277   train loss: 0.1844   val loss: 0.2350
 poca 278   train loss: 0.2981   val loss: 0.2349
 poca 279   train loss: 0.1537   val loss: 0.2333
 poca 280   train loss: 0.2036   val loss: 0.2368
 poca 281   train loss: 0.2992   val loss: 0.2381
 poca 282   train loss: 0.1331   val loss: 0.2337
 poca 283   train loss: 0.1858   val loss: 0.2326
 poca 284   train loss: 0.1617   val loss: 0.2333
 poca 285   train loss: 0.1928   val loss: 0.2333
 poca 286   train loss: 0.1192   val loss: 0.2330
 poca 287   train loss: 0.4509   val loss: 0.2345
 poca 288   train loss: 0.2126   val loss: 0.2329
Early stopping activat.
Test Loss: 0.2205, Percentatje d'encert: 91.6000%
Resumint l'entrenament des de l' poca 289
Taxa d'aprenentatge: 0.0001
Deca ment de pesos: 0.0001
 poca 289   train loss: 0.1178   val loss: 0.1834
 poca 290   train loss: 0.1224   val loss: 0.1831
 poca 291   train loss: 0.1577   val loss: 0.1866
 poca 292   train loss: 0.2217   val loss: 0.1898
 poca 293   train loss: 0.2584   val loss: 0.1835
 poca 294   train loss: 0.1394   val loss: 0.1837
 poca 295   train loss: 0.1363   val loss: 0.1844
 poca 296   train loss: 0.2455   val loss: 0.1901
 poca 297   train loss: 0.1642   val loss: 0.1873
 poca 298   train loss: 0.1342   val loss: 0.1844
 poca 299   train loss: 0.2710   val loss: 0.1858
 poca 300   train loss: 0.2050   val loss: 0.1825
 poca 301   train loss: 0.2606   val loss: 0.1858
 poca 302   train loss: 0.1873   val loss: 0.1829
 poca 303   train loss: 0.2782   val loss: 0.1861
 poca 304   train loss: 0.2400   val loss: 0.1830
 poca 305   train loss: 0.3355   val loss: 0.1851
 poca 306   train loss: 0.4322   val loss: 0.1843
 poca 307   train loss: 0.1869   val loss: 0.1837
 poca 308   train loss: 0.4890   val loss: 0.1904
 poca 309   train loss: 0.1322   val loss: 0.1806
 poca 310   train loss: 0.2536   val loss: 0.1847
 poca 311   train loss: 0.1229   val loss: 0.1825
 poca 312   train loss: 0.1412   val loss: 0.1904
 poca 313   train loss: 0.2693   val loss: 0.1854
 poca 314   train loss: 0.1607   val loss: 0.1875
 poca 315   train loss: 0.1516   val loss: 0.1842
 poca 316   train loss: 0.0852   val loss: 0.1871
 poca 317   train loss: 0.1375   val loss: 0.1821
 poca 318   train loss: 0.1537   val loss: 0.1841
 poca 319   train loss: 0.2678   val loss: 0.1819
 poca 320   train loss: 0.0733   val loss: 0.1824
 poca 321   train loss: 0.2325   val loss: 0.1844
 poca 322   train loss: 0.1779   val loss: 0.1858
 poca 323   train loss: 0.1215   val loss: 0.1859
 poca 324   train loss: 0.4025   val loss: 0.1815
 poca 325   train loss: 0.3387   val loss: 0.1830
 poca 326   train loss: 0.2452   val loss: 0.1811
 poca 327   train loss: 0.2188   val loss: 0.1816
 poca 328   train loss: 0.2832   val loss: 0.1828
 poca 329   train loss: 0.2226   val loss: 0.1835
 poca 330   train loss: 0.2545   val loss: 0.1847
 poca 331   train loss: 0.1467   val loss: 0.1843
 poca 332   train loss: 0.3699   val loss: 0.1831
 poca 333   train loss: 0.2250   val loss: 0.1846
 poca 334   train loss: 0.1368   val loss: 0.1871
 poca 335   train loss: 0.1301   val loss: 0.1827
 poca 336   train loss: 0.1086   val loss: 0.1867
 poca 337   train loss: 0.1236   val loss: 0.1826
 poca 338   train loss: 0.2192   val loss: 0.1865
 poca 339   train loss: 0.1859   val loss: 0.1844
Early stopping activat.
Test Loss: 0.1878, Percentatje d'encert: 92.9000%
Comen ant entrenament de la xarxa.
Neurones d'entrada: 2
Neurones de capes ocultes: 4
Capes ocultes: 2
Neurones de sortida: 1
Taxa d'aprenentatge: 0.0001
Deca ment de pesos: 0.0001
Funci  de p rdua: Binary Cross Entropy Loss
Optimitzador: Adam
 poques: 200
 poca 01   train loss: 2.1790   val loss: 2.0743
 poca 02   train loss: 1.9499   val loss: 1.8527
 poca 03   train loss: 2.2692   val loss: 1.6656
 poca 04   train loss: 1.3247   val loss: 1.5075
 poca 05   train loss: 1.4451   val loss: 1.3744
 poca 06   train loss: 1.2386   val loss: 1.2629
 poca 07   train loss: 1.3334   val loss: 1.1681
 poca 08   train loss: 1.0396   val loss: 1.0876
 poca 09   train loss: 0.9740   val loss: 1.0192
 poca 10   train loss: 0.8840   val loss: 0.9609
 poca 11   train loss: 0.8547   val loss: 0.9117
 poca 12   train loss: 0.8551   val loss: 0.8690
 poca 13   train loss: 0.8316   val loss: 0.8330
 poca 14   train loss: 0.7777   val loss: 0.8022
 poca 15   train loss: 0.8353   val loss: 0.7776
 poca 16   train loss: 0.8047   val loss: 0.7564
 poca 17   train loss: 0.6983   val loss: 0.7385
 poca 18   train loss: 0.7042   val loss: 0.7223
 poca 19   train loss: 0.7212   val loss: 0.7077
 poca 20   train loss: 0.6536   val loss: 0.6949
 poca 21   train loss: 0.6890   val loss: 0.6835
 poca 22   train loss: 0.6124   val loss: 0.6741
 poca 23   train loss: 0.6288   val loss: 0.6666
 poca 24   train loss: 0.6669   val loss: 0.6602
 poca 25   train loss: 0.7245   val loss: 0.6549
 poca 26   train loss: 0.6033   val loss: 0.6501
 poca 27   train loss: 0.6443   val loss: 0.6456
 poca 28   train loss: 0.6161   val loss: 0.6415
 poca 29   train loss: 0.6058   val loss: 0.6377
 poca 30   train loss: 0.6401   val loss: 0.6343
 poca 31   train loss: 0.6033   val loss: 0.6314
 poca 32   train loss: 0.6506   val loss: 0.6291
 poca 33   train loss: 0.5890   val loss: 0.6275
 poca 34   train loss: 0.6166   val loss: 0.6261
 poca 35   train loss: 0.5620   val loss: 0.6249
 poca 36   train loss: 0.6469   val loss: 0.6239
 poca 37   train loss: 0.6123   val loss: 0.6230
 poca 38   train loss: 0.5398   val loss: 0.6222
 poca 39   train loss: 0.5146   val loss: 0.6213
 poca 40   train loss: 0.7026   val loss: 0.6206
 poca 41   train loss: 0.6101   val loss: 0.6198
 poca 42   train loss: 0.5838   val loss: 0.6192
 poca 43   train loss: 0.5671   val loss: 0.6185
 poca 44   train loss: 0.7027   val loss: 0.6179
 poca 45   train loss: 0.6640   val loss: 0.6173
 poca 46   train loss: 0.6036   val loss: 0.6167
 poca 47   train loss: 0.6430   val loss: 0.6162
 poca 48   train loss: 0.6628   val loss: 0.6156
 poca 49   train loss: 0.6023   val loss: 0.6151
 poca 50   train loss: 0.5991   val loss: 0.6147
 poca 51   train loss: 0.5797   val loss: 0.6142
 poca 52   train loss: 0.6405   val loss: 0.6137
 poca 53   train loss: 0.5132   val loss: 0.6133
 poca 54   train loss: 0.5556   val loss: 0.6128
 poca 55   train loss: 0.6166   val loss: 0.6123
 poca 56   train loss: 0.5766   val loss: 0.6118
 poca 57   train loss: 0.5728   val loss: 0.6113
 poca 58   train loss: 0.5710   val loss: 0.6110
 poca 59   train loss: 0.5284   val loss: 0.6106
 poca 60   train loss: 0.7023   val loss: 0.6103
 poca 61   train loss: 0.5957   val loss: 0.6100
 poca 62   train loss: 0.5063   val loss: 0.6096
 poca 63   train loss: 0.5979   val loss: 0.6093
 poca 64   train loss: 0.6653   val loss: 0.6089
 poca 65   train loss: 0.6829   val loss: 0.6084
 poca 66   train loss: 0.5339   val loss: 0.6080
 poca 67   train loss: 0.6128   val loss: 0.6075
 poca 68   train loss: 0.5954   val loss: 0.6070
 poca 69   train loss: 0.6534   val loss: 0.6064
 poca 70   train loss: 0.5033   val loss: 0.6059
 poca 71   train loss: 0.5002   val loss: 0.6053
 poca 72   train loss: 0.5944   val loss: 0.6047
 poca 73   train loss: 0.5243   val loss: 0.6040
 poca 74   train loss: 0.7453   val loss: 0.6033
 poca 75   train loss: 0.6124   val loss: 0.6025
 poca 76   train loss: 0.6918   val loss: 0.6018
 poca 77   train loss: 0.7086   val loss: 0.6010
 poca 78   train loss: 0.5390   val loss: 0.6002
 poca 79   train loss: 0.6266   val loss: 0.5993
 poca 80   train loss: 0.4725   val loss: 0.5984
 poca 81   train loss: 0.5457   val loss: 0.5975
 poca 82   train loss: 0.5825   val loss: 0.5966
 poca 83   train loss: 0.4702   val loss: 0.5956
 poca 84   train loss: 0.5757   val loss: 0.5947
 poca 85   train loss: 0.6820   val loss: 0.5936
 poca 86   train loss: 0.6503   val loss: 0.5926
 poca 87   train loss: 0.5163   val loss: 0.5915
 poca 88   train loss: 0.5451   val loss: 0.5904
 poca 89   train loss: 0.6195   val loss: 0.5891
 poca 90   train loss: 0.5774   val loss: 0.5879
 poca 91   train loss: 0.6866   val loss: 0.5866
 poca 92   train loss: 0.6140   val loss: 0.5853
 poca 93   train loss: 0.6090   val loss: 0.5839
 poca 94   train loss: 0.5646   val loss: 0.5824
 poca 95   train loss: 0.5288   val loss: 0.5809
 poca 96   train loss: 0.5823   val loss: 0.5792
 poca 97   train loss: 0.6357   val loss: 0.5776
 poca 98   train loss: 0.6050   val loss: 0.5759
 poca 99   train loss: 0.5971   val loss: 0.5742
 poca 100   train loss: 0.5596   val loss: 0.5724
 poca 101   train loss: 0.6778   val loss: 0.5708
 poca 102   train loss: 0.6197   val loss: 0.5691
 poca 103   train loss: 0.5984   val loss: 0.5674
 poca 104   train loss: 0.6325   val loss: 0.5658
 poca 105   train loss: 0.5009   val loss: 0.5641
 poca 106   train loss: 0.6011   val loss: 0.5625
 poca 107   train loss: 0.6072   val loss: 0.5609
 poca 108   train loss: 0.5233   val loss: 0.5593
 poca 109   train loss: 0.5095   val loss: 0.5577
 poca 110   train loss: 0.4950   val loss: 0.5562
 poca 111   train loss: 0.5419   val loss: 0.5546
 poca 112   train loss: 0.5672   val loss: 0.5531
 poca 113   train loss: 0.6160   val loss: 0.5515
 poca 114   train loss: 0.5570   val loss: 0.5500
 poca 115   train loss: 0.5919   val loss: 0.5485
 poca 116   train loss: 0.5356   val loss: 0.5470
 poca 117   train loss: 0.6003   val loss: 0.5454
 poca 118   train loss: 0.5173   val loss: 0.5440
 poca 119   train loss: 0.4769   val loss: 0.5425
 poca 120   train loss: 0.5873   val loss: 0.5410
 poca 121   train loss: 0.4920   val loss: 0.5396
 poca 122   train loss: 0.5979   val loss: 0.5381
 poca 123   train loss: 0.4538   val loss: 0.5367
 poca 124   train loss: 0.4747   val loss: 0.5353
 poca 125   train loss: 0.5109   val loss: 0.5340
 poca 126   train loss: 0.5349   val loss: 0.5326
 poca 127   train loss: 0.5646   val loss: 0.5312
 poca 128   train loss: 0.5220   val loss: 0.5300
 poca 129   train loss: 0.5694   val loss: 0.5286
 poca 130   train loss: 0.4786   val loss: 0.5274
 poca 131   train loss: 0.4449   val loss: 0.5261
 poca 132   train loss: 0.4501   val loss: 0.5249
 poca 133   train loss: 0.6026   val loss: 0.5236
 poca 134   train loss: 0.4492   val loss: 0.5224
 poca 135   train loss: 0.4931   val loss: 0.5212
 poca 136   train loss: 0.5003   val loss: 0.5199
 poca 137   train loss: 0.3863   val loss: 0.5186
 poca 138   train loss: 0.4695   val loss: 0.5174
 poca 139   train loss: 0.5132   val loss: 0.5161
 poca 140   train loss: 0.5399   val loss: 0.5149
 poca 141   train loss: 0.5009   val loss: 0.5135
 poca 142   train loss: 0.6388   val loss: 0.5123
 poca 143   train loss: 0.5229   val loss: 0.5111
 poca 144   train loss: 0.5550   val loss: 0.5099
 poca 145   train loss: 0.4922   val loss: 0.5085
 poca 146   train loss: 0.4935   val loss: 0.5072
 poca 147   train loss: 0.4088   val loss: 0.5058
 poca 148   train loss: 0.5514   val loss: 0.5042
 poca 149   train loss: 0.4691   val loss: 0.5026
 poca 150   train loss: 0.5137   val loss: 0.5008
 poca 151   train loss: 0.3319   val loss: 0.4990
 poca 152   train loss: 0.5499   val loss: 0.4970
 poca 153   train loss: 0.4729   val loss: 0.4951
 poca 154   train loss: 0.4040   val loss: 0.4930
 poca 155   train loss: 0.4106   val loss: 0.4908
 poca 156   train loss: 0.4403   val loss: 0.4882
 poca 157   train loss: 0.5814   val loss: 0.4855
 poca 158   train loss: 0.4681   val loss: 0.4828
 poca 159   train loss: 0.5340   val loss: 0.4797
 poca 160   train loss: 0.5472   val loss: 0.4769
 poca 161   train loss: 0.4845   val loss: 0.4738
 poca 162   train loss: 0.5039   val loss: 0.4705
 poca 163   train loss: 0.4416   val loss: 0.4672
 poca 164   train loss: 0.5974   val loss: 0.4638
 poca 165   train loss: 0.5118   val loss: 0.4606
 poca 166   train loss: 0.4366   val loss: 0.4575
 poca 167   train loss: 0.3426   val loss: 0.4542
 poca 168   train loss: 0.5007   val loss: 0.4511
 poca 169   train loss: 0.4564   val loss: 0.4479
 poca 170   train loss: 0.4506   val loss: 0.4448
 poca 171   train loss: 0.4651   val loss: 0.4416
 poca 172   train loss: 0.5243   val loss: 0.4385
 poca 173   train loss: 0.4088   val loss: 0.4355
 poca 174   train loss: 0.4416   val loss: 0.4327
 poca 175   train loss: 0.3601   val loss: 0.4299
 poca 176   train loss: 0.4269   val loss: 0.4271
 poca 177   train loss: 0.3905   val loss: 0.4244
 poca 178   train loss: 0.3325   val loss: 0.4219
 poca 179   train loss: 0.4418   val loss: 0.4193
 poca 180   train loss: 0.4474   val loss: 0.4169
 poca 181   train loss: 0.3877   val loss: 0.4145
 poca 182   train loss: 0.3636   val loss: 0.4122
 poca 183   train loss: 0.3809   val loss: 0.4099
 poca 184   train loss: 0.4483   val loss: 0.4075
 poca 185   train loss: 0.3920   val loss: 0.4052
 poca 186   train loss: 0.3721   val loss: 0.4031
 poca 187   train loss: 0.3863   val loss: 0.4010
 poca 188   train loss: 0.4962   val loss: 0.3989
 poca 189   train loss: 0.4879   val loss: 0.3969
 poca 190   train loss: 0.2953   val loss: 0.3950
 poca 191   train loss: 0.3968   val loss: 0.3930
 poca 192   train loss: 0.3881   val loss: 0.3911
 poca 193   train loss: 0.3792   val loss: 0.3892
 poca 194   train loss: 0.3906   val loss: 0.3873
 poca 195   train loss: 0.3313   val loss: 0.3855
 poca 196   train loss: 0.3642   val loss: 0.3838
 poca 197   train loss: 0.3898   val loss: 0.3820
 poca 198   train loss: 0.3735   val loss: 0.3801
 poca 199   train loss: 0.3929   val loss: 0.3783
 poca 200   train loss: 0.4013   val loss: 0.3767
Test Loss: 0.4104, Percentatje d'encert: 84.6000%
Resumint l'entrenament des de l' poca 201
Taxa d'aprenentatge: 0.0001
Deca ment de pesos: 0.0001
 poca 201   train loss: 0.3896   val loss: 0.3853
 poca 202   train loss: 0.3250   val loss: 0.3842
 poca 203   train loss: 0.3923   val loss: 0.3823
 poca 204   train loss: 0.3973   val loss: 0.3817
 poca 205   train loss: 0.3816   val loss: 0.3799
 poca 206   train loss: 0.3946   val loss: 0.3790
 poca 207   train loss: 0.3760   val loss: 0.3766
 poca 208   train loss: 0.3604   val loss: 0.3713
 poca 209   train loss: 0.3611   val loss: 0.3641
 poca 210   train loss: 0.3497   val loss: 0.3574
 poca 211   train loss: 0.4257   val loss: 0.3509
 poca 212   train loss: 0.1866   val loss: 0.3462
 poca 213   train loss: 0.4510   val loss: 0.3426
 poca 214   train loss: 0.4154   val loss: 0.3396
 poca 215   train loss: 0.3400   val loss: 0.3368
 poca 216   train loss: 0.2030   val loss: 0.3335
 poca 217   train loss: 0.2409   val loss: 0.3310
 poca 218   train loss: 0.3793   val loss: 0.3289
 poca 219   train loss: 0.3240   val loss: 0.3260
 poca 220   train loss: 0.2651   val loss: 0.3231
 poca 221   train loss: 0.4203   val loss: 0.3206
 poca 222   train loss: 0.1324   val loss: 0.3177
 poca 223   train loss: 0.3965   val loss: 0.3170
 poca 224   train loss: 0.3122   val loss: 0.3147
 poca 225   train loss: 0.3950   val loss: 0.3134
 poca 226   train loss: 0.3067   val loss: 0.3123
 poca 227   train loss: 0.3834   val loss: 0.3110
 poca 228   train loss: 0.2020   val loss: 0.3099
 poca 229   train loss: 0.3851   val loss: 0.3085
 poca 230   train loss: 0.3798   val loss: 0.3084
 poca 231   train loss: 0.2595   val loss: 0.3071
 poca 232   train loss: 0.2008   val loss: 0.3066
 poca 233   train loss: 0.3692   val loss: 0.3063
 poca 234   train loss: 0.3499   val loss: 0.3059
 poca 235   train loss: 0.3339   val loss: 0.3048
 poca 236   train loss: 0.3606   val loss: 0.3040
 poca 237   train loss: 0.2824   val loss: 0.3042
 poca 238   train loss: 0.5007   val loss: 0.3032
 poca 239   train loss: 0.4374   val loss: 0.3031
 poca 240   train loss: 0.2750   val loss: 0.3023
 poca 241   train loss: 0.2639   val loss: 0.3016
 poca 242   train loss: 0.2548   val loss: 0.3013
 poca 243   train loss: 0.1646   val loss: 0.3008
 poca 244   train loss: 0.1688   val loss: 0.3004
 poca 245   train loss: 0.2938   val loss: 0.3001
 poca 246   train loss: 0.3419   val loss: 0.2995
 poca 247   train loss: 0.5199   val loss: 0.2989
 poca 248   train loss: 0.3052   val loss: 0.2984
 poca 249   train loss: 0.2626   val loss: 0.2982
 poca 250   train loss: 0.3385   val loss: 0.2980
 poca 251   train loss: 0.3017   val loss: 0.2977
 poca 252   train loss: 0.2702   val loss: 0.2966
 poca 253   train loss: 0.2988   val loss: 0.2964
 poca 254   train loss: 0.3368   val loss: 0.2965
 poca 255   train loss: 0.4433   val loss: 0.2960
 poca 256   train loss: 0.4833   val loss: 0.2962
 poca 257   train loss: 0.3139   val loss: 0.2956
 poca 258   train loss: 0.2481   val loss: 0.2953
 poca 259   train loss: 0.3509   val loss: 0.2950
 poca 260   train loss: 0.3257   val loss: 0.2946
 poca 261   train loss: 0.2371   val loss: 0.2943
 poca 262   train loss: 0.3859   val loss: 0.2939
 poca 263   train loss: 0.3296   val loss: 0.2939
 poca 264   train loss: 0.3080   val loss: 0.2933
 poca 265   train loss: 0.2984   val loss: 0.2928
 poca 266   train loss: 0.2297   val loss: 0.2929
 poca 267   train loss: 0.2599   val loss: 0.2930
 poca 268   train loss: 0.3011   val loss: 0.2925
 poca 269   train loss: 0.3773   val loss: 0.2922
 poca 270   train loss: 0.2715   val loss: 0.2917
 poca 271   train loss: 0.3725   val loss: 0.2912
 poca 272   train loss: 0.3382   val loss: 0.2917
 poca 273   train loss: 0.2012   val loss: 0.2915
 poca 274   train loss: 0.2081   val loss: 0.2915
 poca 275   train loss: 0.3055   val loss: 0.2913
 poca 276   train loss: 0.2247   val loss: 0.2904
 poca 277   train loss: 0.4105   val loss: 0.2901
 poca 278   train loss: 0.3654   val loss: 0.2915
 poca 279   train loss: 0.2986   val loss: 0.2903
 poca 280   train loss: 0.1739   val loss: 0.2899
 poca 281   train loss: 0.3142   val loss: 0.2900
 poca 282   train loss: 0.2361   val loss: 0.2897
 poca 283   train loss: 0.4928   val loss: 0.2899
 poca 284   train loss: 0.3164   val loss: 0.2897
 poca 285   train loss: 0.4655   val loss: 0.2891
 poca 286   train loss: 0.3275   val loss: 0.2889
 poca 287   train loss: 0.2986   val loss: 0.2886
 poca 288   train loss: 0.3241   val loss: 0.2890
 poca 289   train loss: 0.2812   val loss: 0.2887
 poca 290   train loss: 0.2004   val loss: 0.2889
 poca 291   train loss: 0.4877   val loss: 0.2882
